name,img,price,price_for,room_type,beds,rating,rating_title,number_of_ratings,url
Ella Elegance View,https://cf.bstatic.com/xdata/images/hotel/square200/188131847.webp?k=fbfc234d1db8530ef5ef967824249b02082e8802bbf801f5a27578ecaa041bdb&o=," 5,910","1 night, 1 adult",Deluxe Double Room,1 large double bed,9.4,Superb,34 reviews,https://www.booking.com/hotel/lk/ella-elegance-view.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=481473801_187704120_0_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=194&highlighted_blocks=481473801_187704120_0_1_0&hpos=19&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=481473801_187704120_0_1_0__3000&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Rawana Mountain View Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/159840269.webp?k=7ec1af64593f9870eb80ac82173c0337be37d89e7740b3e974e81ce11fa12eb7&o=," 4,433","1 night, 1 adult",Deluxe Villa,1 double bed,9,Superb,60 reviews,https://www.booking.com/hotel/lk/ella-rawana-cave-villa-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=393883803_122724180_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=195&highlighted_blocks=393883803_122724180_1_1_0&hpos=20&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=393883803_122724180_1_1_0__2250&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Milan Home Stay,https://cf.bstatic.com/xdata/images/hotel/square200/223578569.webp?k=54bbf44aa29d68ecc76cce1b1bf02da1948cef0f9fc529f274134ce72e363e59&o=," 3,152","1 night, 1 adult",Budget Double Room,1 extra-large double bed,9.4,Superb,60 reviews,https://www.booking.com/hotel/lk/milan-home-stay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=282710001_109060821_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=196&highlighted_blocks=282710001_109060821_2_1_0&hpos=21&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=282710001_109060821_2_1_0__1600&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Jaye's Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/125960160.webp?k=481ab3c72af9187398af1f704f743c2f7c7d72d9cf27b151050797bd0e8a0db6&o=," 3,940","1 night, 1 adult",Standard Double Room,1 large double bed,9.4,Superb,46 reviews,https://www.booking.com/hotel/lk/vinodya-rooms.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=263125001_105269927_2_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=197&highlighted_blocks=263125001_105269927_2_42_0&hpos=22&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=263125001_105269927_2_42_0__2000&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Sadula Homestay Ella,https://cf.bstatic.com/xdata/images/hotel/square200/210178882.webp?k=3b1eb23e401c50d45abadecd39f8d9d9101a82a2a0fb1904bd235abdcb83b59e&o=," 5,319","1 night, 1 adult",Deluxe Double or Twin Room with Mountain View,2 single beds,9.4,Superb,42 reviews,https://www.booking.com/hotel/lk/sadula-homestay-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=425211002_179454863_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=198&highlighted_blocks=425211002_179454863_1_1_0&hpos=23&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=425211002_179454863_1_1_0__2700&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Pleasant View Ella,https://cf.bstatic.com/xdata/images/hotel/square200/162760813.webp?k=187e5b4aa7abb7b3bac817bcf01aaec891b8b10bd915bf13471d9472ebd8dab8&o=," 3,546","1 night, 1 adult",Double Room with Mountain View,1 large double bed,9.3,Superb,47 reviews,https://www.booking.com/hotel/lk/pleasant-view-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=286857401_195453350_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=199&highlighted_blocks=286857401_195453350_1_1_0&hpos=24&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=286857401_195453350_1_1_0__1800&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Nimsara Homestay,https://cf.bstatic.com/xdata/images/hotel/square200/168021011.webp?k=5cd8c76ddb03985a8847476fa30359898f1f38b42932127aa8d49f8edf1b78eb&o=," 2,955","1 night, 1 adult",Double Room with Balcony,1 double bed,9.2,Superb,141 reviews,https://www.booking.com/hotel/lk/nimsara-homestay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=e2e1d829c2e274ec3ed08636ea371df1&all_sr_blocks=166241802_204844731_1_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=200&highlighted_blocks=166241802_204844731_1_2_0&hpos=25&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=166241802_204844731_1_2_0__1500&srepoch=1621576335&srpvid=247a2947fdf90025&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Gems Moon Paradise,https://cf.bstatic.com/xdata/images/hotel/square200/238198977.webp?k=34524dcffc87243c1c8c2223dcc0c882655da497bf7753b13452dad04cdba56f&o=," 6,895","1 night, 1 adult",Deluxe Family Room,"2 beds
(1 double, 1 extra-large double)",9.5,Exceptional,18 reviews,https://www.booking.com/hotel/lk/gems-moon-paradise.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=481281102_272510133_4_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=201&highlighted_blocks=481281102_272510133_4_1_0&hpos=1&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=481281102_272510133_4_1_0__3500&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v1DDBbu_EX&from=searchresults;highlight_room=#hotelTmpl
Silent oasis,https://cf.bstatic.com/xdata/images/hotel/square200/108098905.webp?k=3db704f6026a44071cf76318c15b99da704ce5c1d41d73f0429a229da8c8e99e&o=," 4,161","1 night, 1 adult",Double or Twin Room,1 extra-large double bed,8.9,Fabulous,18 reviews,https://www.booking.com/hotel/lk/silent-oasis.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=229255802_310105091_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=202&highlighted_blocks=229255802_310105091_1_1_0&hpos=2&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=229255802_310105091_1_1_0__2112&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v1UucTeA25&from=searchresults;highlight_room=#hotelTmpl
Sky Garden Ella,https://cf.bstatic.com/xdata/images/hotel/square200/133027023.webp?k=4d8b461835487ace17bee31b603b097ccd916bd5783bcf72d9b1c25bdcfd6a35&o=," 3,743","1 night, 1 adult",Deluxe Double Room with Balcony,1 single bed,9.8,Exceptional,105 reviews,https://www.booking.com/hotel/lk/sky-garden-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=318357501_114045672_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=203&highlighted_blocks=318357501_114045672_1_1_0&hpos=3&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=318357501_114045672_1_1_0__1900&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v1u_An-Pmd&from=searchresults;highlight_room=#hotelTmpl
White Rose Guest Inn,https://cf.bstatic.com/xdata/images/hotel/square200/140176905.webp?k=19bdaf42edacab956454e0712bfae64dd71ab628c78967a7143051302cebe06b&o=," 4,531","1 night, 1 adult",Standard Double Room,1 double bed,9,Superb,46 reviews,https://www.booking.com/hotel/lk/white-rose-guest-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=166248602_186891767_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=204&highlighted_blocks=166248602_186891767_2_1_0&hpos=4&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=166248602_186891767_2_1_0__2300&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v16snICum5&from=searchresults;highlight_room=#hotelTmpl
SKY NEST,https://cf.bstatic.com/xdata/images/hotel/square200/214361886.webp?k=83f6252e02b2a6e266931bbab2670929f0b4af9345c955446ca054a29e8c2408&o=," 4,925","1 night, 1 adult",Double Room,1 double bed,9.4,Superb,19 reviews,https://www.booking.com/hotel/lk/sky-nest-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=457459801_139469217_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=207&highlighted_blocks=457459801_139469217_2_1_0&hpos=7&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=457459801_139469217_2_1_0__2500&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v1EECUF9DS&from=searchresults;highlight_room=#hotelTmpl
Birds song home,https://cf.bstatic.com/xdata/images/hotel/square200/164187084.webp?k=375567aa46e76e2ad663d5cffec9151c7091e61e61d5ad5779baf310e3232fb4&o=," 3,940","1 night, 1 adult",Chalet,1 extra-large double bed,9.7,Exceptional,31 reviews,https://www.booking.com/hotel/lk/birds-song-home.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=413703101_125975867_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=208&highlighted_blocks=413703101_125975867_1_1_0&hpos=8&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=413703101_125975867_1_1_0__2000&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v125yQRlkX&from=searchresults;highlight_room=#hotelTmpl
Lazy Bear Lodge Ella,https://cf.bstatic.com/xdata/images/hotel/square200/242470669.webp?k=a04427e801630a05814560fba548c29ac00872d13763642cf3eb3f47cda23409&o=," 4,925","1 night, 1 adult",Deluxe Double Room,1 extra-large double bed,8.4,Very good,33 reviews,https://www.booking.com/hotel/lk/anantara-heaven-resort.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=581079503_310123358_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=209&highlighted_blocks=581079503_310123358_2_1_0&hpos=9&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=581079503_310123358_2_1_0__2500&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v1p1T-6HBn&from=searchresults;highlight_room=#hotelTmpl
Scenic Sierra Inn,https://cf.bstatic.com/xdata/images/hotel/square200/180076346.webp?k=2035f57de2cdc78a492dece0c36c60e555a2930338c668bc2fff2f4058f4a4c9&o=," 4,925","1 night, 1 adult",Apartment with Mountain View,1 large double bed,9.4,Superb,33 reviews,https://www.booking.com/hotel/lk/scenic-sierra-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=433346401_140177022_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=210&highlighted_blocks=433346401_140177022_1_1_0&hpos=10&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=433346401_140177022_1_1_0__2500&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v1_s1S2hLq&from=searchresults;highlight_room=#hotelTmpl
Ella River Side Hostel,https://cf.bstatic.com/xdata/images/hotel/square200/174201081.webp?k=a99b289b8fe5a6e6ba9c0fd792d24e85f4a3ced2d67e133c1f977ac6a0cf81e9&o=," 1,773","1 night, 1 adult",Bunk Bed in Mixed Dormitory Room,1 single bed,8.5,Very good,13 reviews,https://www.booking.com/hotel/lk/ella-39-s-river-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=158566711_233579036_1_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=213&highlighted_blocks=158566711_233579036_1_42_0&hpos=13&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=158566711_233579036_1_42_0__900&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v1n-31S8GM&from=searchresults;highlight_room=#hotelTmpl
NETHSARA cottage,https://cf.bstatic.com/xdata/images/hotel/square200/230434124.webp?k=059f98d6ec11232c871de555e69121ab446e6dadc1b80240c3e307f274882f1c&o=," 5,910","1 night, 1 adult",Deluxe Family Room,"2 beds
(1 single, 1 large double)",10,Exceptional,19 reviews,https://www.booking.com/hotel/lk/nethsara-cottage.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=581560401_226430128_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=218&highlighted_blocks=581560401_226430128_1_1_0&hpos=18&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=581560401_226430128_1_1_0__3000&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v1HYhrXWwd&from=searchresults;highlight_room=#hotelTmpl
Ella Hillsite View,https://cf.bstatic.com/xdata/images/hotel/square200/230993673.webp?k=0599d4d2caad06efa5d0a1ec2206c5af768b479d273d161561af89b7c1bc9001&o=," 4,433","1 night, 1 adult",Double Room with Mountain View,1 extra-large double bed,9.4,Superb,31 reviews,https://www.booking.com/hotel/lk/ella-hillsite-view.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=589279901_231207411_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=221&highlighted_blocks=589279901_231207411_1_1_0&hpos=21&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=589279901_231207411_1_1_0__2250&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v1ju2ykrL9&from=searchresults;highlight_room=#hotelTmpl
Mama Cottage Ella,https://cf.bstatic.com/xdata/images/hotel/square200/86108033.webp?k=39e555b19752bb24a486d153fb600029e8ae58e12f6e9cfb7ead44774ea50caf&o=," 2,955","1 night, 1 adult",Standard Double Room,1 large double bed,9.2,Superb,10 reviews,https://www.booking.com/hotel/lk/mama-cottage-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=151673904_96130030_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=224&highlighted_blocks=151673904_96130030_2_1_0&hpos=24&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=151673904_96130030_2_1_0__1500&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v1c14DkcNL&from=searchresults;highlight_room=#hotelTmpl
The Residence,https://cf.bstatic.com/xdata/images/hotel/square200/118247108.webp?k=ff4e29f31f4ab028bd6bb4fb0c9876d869751ac3e4d8e956b3b97cdf319e8a44&o=," 4,915","1 night, 1 adult",Budget Double Room,1 double bed,8.9,Fabulous,79 reviews,https://www.booking.com/hotel/lk/the-residence.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=37b37846848a8b83b8d9ff4a477b5504&all_sr_blocks=124836505_201025656_0_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=225&highlighted_blocks=124836505_201025656_0_1_0&hpos=25&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=124836505_201025656_0_1_0__2495&srepoch=1621576337&srpvid=1cac2948a3e800e0&ucfs=1&sig=v16isNYv_A&from=searchresults;highlight_room=#hotelTmpl
The Symbol of Ella,https://cf.bstatic.com/xdata/images/hotel/square200/126965914.webp?k=c1941e121ecb1e9f166824991358543fa5127e0bfd20530873bb5d7f6d86be2e&o=," 10,835","1 night, 1 adult",Deluxe Double Room,1 extra-large double bed,9.9,Exceptional,194 reviews,https://www.booking.com/hotel/lk/the-symbol-of-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=1089e1d941846f4fd47ae586dbb151e0&all_sr_blocks=303368201_111288835_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=227&highlighted_blocks=303368201_111288835_2_1_0&hpos=2&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=303368201_111288835_2_1_0__5500&srepoch=1621576340&srpvid=1d5229497cca0114&ucfs=1&sig=v160KOkuIu&from=searchresults;highlight_room=#hotelTmpl
Tree Cool Resort,https://cf.bstatic.com/xdata/images/hotel/square200/237850151.webp?k=690b28f3c1ad6bbc4823698c93dab3abaeb860d9fbcb5d1e32110de432f900cd&o=," 3,940","1 night, 1 adult",Budget Double Room,1 single bed,7.8,Good,57 reviews,https://www.booking.com/hotel/lk/tree-cool-resort.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=1089e1d941846f4fd47ae586dbb151e0&all_sr_blocks=156536601_116471141_0_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=228&highlighted_blocks=156536601_116471141_0_0_0&hpos=3&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=156536601_116471141_0_0_0__2000&srepoch=1621576340&srpvid=1d5229497cca0114&ucfs=1&sig=v1utHrHrqF&from=searchresults;highlight_room=#hotelTmpl
Damsen Homestay Ella,https://cf.bstatic.com/xdata/images/hotel/square200/156370149.webp?k=b4d854e997c7981d19f974d3f0b1d70c0b5b623fd3f0492a3654af94c1a4e253&o=," 3,546","1 night, 1 adult",Double Room,1 large double bed,8.9,Fabulous,43 reviews,https://www.booking.com/hotel/lk/damsen-homestay-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=1089e1d941846f4fd47ae586dbb151e0&all_sr_blocks=390738201_122913822_0_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=229&highlighted_blocks=390738201_122913822_0_41_0&hpos=4&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=390738201_122913822_0_41_0__1800&srepoch=1621576340&srpvid=1d5229497cca0114&ucfs=1&sig=v1MXFfOQYQ&from=searchresults;highlight_room=#hotelTmpl
